194,56	-203,03077
194,83	-203,03077
195,09	-198,94744
195,36	-131,63077
195,63	-65,68077
195,90	-5,78077
196,17	-16,3141
196,44	-29,8141
196,71	-19,54744
196,97	-9,2141
197,24	17,35256
197,51	-6,6141
197,78	8,00256
198,05	8,60256
198,32	24,05256
198,59	5,15256
198,86	5,5859
199,12	-0,74744
199,39	6,21923
199,66	9,40256
199,93	22,55256
200,20	23,2859
200,47	2,8359
200,74	0,85256
201,00	-5,24744
201,27	2,55256
201,54	-11,6641
201,81	9,4859
202,08	-9,1141
202,35	6,71923
202,61	1,16923
202,88	52,35256
203,15	32,7859
203,42	20,95256
203,69	-12,28077
203,96	-3,4141
204,23	-2,33077
204,49	-7,08077
204,76	20,7859
205,03	33,91923
205,30	36,40256
205,57	14,45256
205,84	16,0859
206,10	39,75256
206,37	50,31923
206,64	54,8359
206,91	47,6859
207,18	34,1359
207,45	29,05256
207,71	13,8359
207,98	26,36923
208,25	12,11923
208,52	5,65256
208,79	-4,4141
209,06	3,96923
209,32	16,0859
209,59	23,6859
209,86	-2,69744
210,13	3,16923
210,40	13,66923
210,67	46,3859
210,93	42,6859
211,20	17,71923
211,47	11,40256
211,74	30,00256
212,01	32,41923
212,28	46,7359
212,54	47,80256
212,81	51,2859
213,08	41,71923
213,35	32,90256
213,62	46,15256
213,88	51,91923
214,15	39,4359
214,42	26,6359
214,69	28,1859
214,96	33,0359
215,23	60,46923
215,49	51,75256
215,76	49,01923
216,03	40,51923
216,30	23,70256
216,57	9,9859
216,83	5,65256
217,10	13,05256
217,37	33,86923
217,64	54,8859
217,91	67,41923
218,17	35,85256
218,44	-8,6141
218,71	-10,59744
218,98	10,96923
219,25	43,31923
219,51	44,70256
219,78	41,00256
220,05	25,36923
220,32	12,91923
220,59	19,11923
220,85	20,05256
221,12	36,8859
221,39	53,51923
221,66	51,45256
221,93	30,51923
222,19	5,0359
222,46	20,3359
222,73	37,66923
223,00	60,51923
223,27	44,30256
223,53	40,7859
223,80	32,76923
224,07	43,41923
224,34	57,46923
224,61	48,31923
224,87	29,21923
225,14	1,9859
225,41	6,45256
225,68	30,51923
225,94	46,9359
226,21	49,9859
226,48	31,5359
226,75	31,51923
227,02	16,35256
227,28	25,1359
227,55	10,46923
227,82	19,6859
228,09	-5,1641
228,36	-8,34744
228,62	-1,8141
228,89	20,56923
229,16	31,51923
229,43	25,8859
229,69	23,46923
229,96	25,90256
230,23	16,31923
230,50	24,56923
230,76	11,80256
231,03	18,5359
231,30	17,5859
231,57	29,26923
231,84	27,0359
232,10	14,66923
232,37	14,85256
232,64	5,76923
232,91	9,60256
233,17	19,45256
233,44	29,45256
233,71	30,46923
233,98	8,01923
234,24	9,00256
234,51	30,5859
234,78	40,85256
235,05	53,35256
235,31	34,5359
235,58	29,76923
235,85	10,00256
236,12	-4,2641
236,39	21,8859
236,65	32,4359
236,92	80,50256
237,19	71,95256
237,46	105,60256
237,72	72,71923
237,99	49,7859
238,26	18,46923
238,53	36,5859
238,79	38,85256
239,06	32,5359
239,33	5,4859
239,60	1,51923
239,86	-9,5641
240,13	-12,59744
240,40	-16,7141
240,67	13,51923
240,93	25,9359
241,20	29,96923
241,47	6,6359
241,73	7,66923
242,00	11,35256
242,27	20,4359
242,54	19,1359
242,80	20,25256
243,07	25,45256
243,34	23,56923
243,61	60,4359
243,87	42,5859
244,14	40,8859
244,41	1,16923
244,68	10,96923
244,94	14,55256
245,21	24,81923
245,48	32,4359
245,74	25,9359
246,01	36,4859
246,28	27,65256
246,55	22,71923
246,81	-1,29744
247,08	2,01923
247,35	14,1859
247,62	17,15256
247,88	1,06923
248,15	9,65256
248,42	47,0359
248,68	53,01923
248,95	33,10256
249,22	2,25256
249,49	12,3859
249,75	15,31923
250,02	26,11923
250,29	18,01923
250,56	37,15256
250,82	45,46923
251,09	50,0359
251,36	51,01923
251,62	26,5359
251,89	30,11923
252,16	44,2859
252,43	69,7359
252,69	61,31923
252,96	29,96923
253,23	22,11923
253,49	29,26923
253,76	38,2359
254,03	55,65256
254,29	55,5359
254,56	54,6859
254,83	29,1859
255,10	9,90256
255,36	6,66923
255,63	19,7359
255,90	44,85256
256,16	47,55256
256,43	21,21923
256,70	25,8359
256,96	24,35256
257,23	36,25256
257,50	26,7359
257,77	35,6859
258,03	34,51923
258,30	40,9859
258,57	19,5859
258,83	24,0859
259,10	14,60256
259,37	18,71923
259,63	8,31923
259,90	24,25256
260,17	22,6859
260,43	31,21923
260,70	17,2859
260,97	39,40256
261,24	44,9359
261,50	44,46923
261,77	30,85256
262,04	16,8359
262,30	8,2359
262,57	3,70256
262,84	14,35256
263,10	40,60256
263,37	54,5859
263,64	36,16923
263,90	13,46923
264,17	1,45256
264,44	9,60256
264,70	9,3859
264,97	24,41923
265,24	49,6359
265,50	62,9359
265,77	60,56923
266,04	41,3359
266,30	28,9359
266,57	6,80256
266,84	5,05256
267,10	6,7359
267,37	39,2359
267,64	45,35256
267,90	56,96923
268,17	43,71923
268,44	32,80256
268,70	13,20256
268,97	-12,09744
269,24	-0,4641
269,50	15,40256
269,77	38,0359
270,04	47,30256
270,30	36,76923
270,57	42,6859
270,84	16,30256
271,10	31,15256
271,37	18,76923
271,64	46,56923
271,90	72,1359
272,17	76,56923
272,44	62,85256
272,70	32,91923
272,97	23,75256
273,24	18,46923
273,50	23,06923
273,77	38,7359
274,04	42,7359
274,30	35,75256
274,57	25,7359
274,84	40,0359
275,10	39,90256
275,37	39,5359
275,64	19,8859
275,90	4,66923
276,17	-0,69744
276,43	10,11923
276,70	10,7359
276,97	6,20256
277,23	18,16923
277,50	22,51923
277,77	16,11923
278,03	-20,3141
278,30	-8,29744
278,57	-5,18077
278,83	6,6359
279,10	12,41923
279,37	7,1359
279,63	8,65256
279,90	14,9359
280,16	34,01923
280,43	48,90256
280,70	38,8359
280,96	57,45256
281,23	52,35256
281,50	40,35256
281,76	18,8859
282,03	20,90256
282,29	29,5359
282,56	30,26923
282,83	19,45256
283,09	8,0359
283,36	12,81923
283,63	18,20256
283,89	29,90256
284,16	32,86923
284,42	36,06923
284,69	36,8859
284,96	29,46923
285,22	25,16923
285,49	29,00256
285,76	31,75256
286,02	50,96923
286,29	54,70256
286,55	49,0859
286,82	25,8359
287,09	6,9359
287,35	23,31923
287,62	16,01923
287,88	25,05256
288,15	1,1359
288,42	0,2359
288,68	11,3859
288,95	22,51923
289,22	40,16923
289,48	33,2359
289,75	35,40256
290,01	35,41923
290,28	17,11923
290,55	21,9859
290,81	6,0859
291,08	28,61923
291,34	37,70256
291,61	56,2859
291,88	51,8859
292,14	22,65256
292,41	20,31923
292,67	38,7359
292,94	57,7859
293,21	52,16923
293,47	37,9359
293,74	38,65256
294,00	24,9859
294,27	8,5359
294,54	-2,8641
294,80	12,56923
295,07	35,8859
295,33	32,5359
295,60	35,66923
295,86	19,20256
296,13	15,8359
296,40	0,5859
296,66	11,75256
296,93	51,70256
297,19	69,9859
297,46	63,41923
297,73	42,11923
297,99	28,61923
298,26	15,4359
298,52	1,95256
298,79	3,9859
299,05	-4,99744
299,32	11,86923
299,59	27,46923
299,85	44,20256
300,12	31,3359
300,38	15,5359
300,65	8,7859
300,92	19,4359
301,18	22,90256
301,45	41,7859
301,71	25,5859
301,98	37,31923
302,24	44,96923
302,51	58,30256
302,78	55,46923
303,04	37,3859
303,31	43,76923
303,57	50,7359
303,84	52,01923
304,10	32,40256
304,37	28,40256
304,63	41,3859
304,90	60,9359
305,17	64,81923
305,43	51,06923
305,70	64,46923
305,96	61,26923
306,23	63,06923
306,49	54,81923
306,76	52,46923
307,03	52,56923
307,29	40,06923
307,56	49,00256
307,82	56,0359
308,09	61,91923
308,35	57,0359
308,62	72,0359
308,88	61,41923
309,15	64,51923
309,42	50,60256
309,68	59,9859
309,95	57,95256
310,21	43,95256
310,48	42,61923
310,74	43,5359
311,01	69,91923
311,27	63,05256
311,54	50,05256
311,80	33,7359
312,07	58,90256
312,34	81,31923
312,60	75,71923
312,87	74,6859
313,13	85,36923
313,40	90,2359
313,66	87,5859
313,93	61,96923
314,19	81,2359
314,46	71,6859
314,72	84,25256
314,99	66,51923
315,25	54,81923
315,52	36,3859
315,78	33,71923
316,05	37,06923
316,32	43,1359
316,58	43,56923
316,85	54,3859
317,11	55,3359
317,38	53,4359
317,64	53,41923
317,91	51,0359
318,17	53,10256
318,44	50,56923
318,70	41,2359
318,97	49,15256
319,23	68,9859
319,50	77,01923
319,76	73,0359
320,03	49,91923
320,29	62,06923
320,56	67,45256
320,82	79,61923
321,09	79,11923
321,36	92,1359
321,62	85,80256
321,89	77,4859
322,15	59,01923
322,42	60,1359
322,68	76,60256
322,95	102,3359
323,21	117,0359
323,48	105,40256
323,74	88,25256
324,01	79,41923
324,27	70,30256
324,54	64,15256
324,80	71,7359
325,07	85,4359
325,33	98,15256
325,60	81,50256
325,86	87,56923
326,13	79,46923
326,39	88,30256
326,66	77,2859
326,92	81,71923
327,19	84,6359
327,45	81,9359
327,72	84,35256
327,98	80,11923
328,25	94,35256
328,51	84,76923
328,78	86,7859
329,04	83,7359
329,31	82,21923
329,57	74,20256
329,84	69,00256
330,10	80,76923
330,37	105,1359
330,63	104,2859
330,90	98,60256
331,16	93,91923
331,43	100,01923
331,69	115,0359
331,96	120,26923
332,22	123,8859
332,49	131,0859
332,75	119,3359
333,01	106,9359
333,28	88,36923
333,54	86,85256
333,81	112,71923
334,07	118,36923
334,34	112,85256
334,60	105,2359
334,87	112,4859
335,13	141,81923
335,40	130,00256
335,66	120,7359
335,93	102,3859
336,19	108,4859
336,46	122,16923
336,72	108,71923
336,99	107,55256
337,25	97,66923
337,52	110,25256
337,78	127,7359
338,05	119,60256
338,31	131,46923
338,57	132,46923
338,84	135,76923
339,10	131,7359
339,37	120,51923
339,63	135,2359
339,90	138,9859
340,16	139,0359
340,43	126,70256
340,69	134,25256
340,96	125,15256
341,22	139,41923
341,49	113,81923
341,75	119,7859
342,01	117,3859
342,28	136,2359
342,54	168,10256
342,81	179,21923
343,07	193,21923
343,34	169,76923
343,60	173,46923
343,87	145,45256
344,13	146,11923
344,40	154,05256
344,66	172,26923
344,92	199,6859
345,19	181,90256
345,45	185,60256
345,72	187,11923
345,98	202,60256
346,25	207,8859
346,51	203,6859
346,78	200,9359
347,04	211,76923
347,30	199,95256
347,57	201,0859
347,83	189,30256
348,10	199,5859
348,36	206,7859
348,63	221,81923
348,89	219,5359
349,15	219,9359
349,42	211,5359
349,68	207,7859
349,95	203,86923
350,21	217,3859
350,48	228,8359
350,74	240,00256
351,01	231,7859
351,27	229,26923
351,53	218,31923
351,80	209,6859
352,06	214,06923
352,33	217,41923
352,59	219,60256
352,86	222,7859
353,12	239,2859
353,38	282,31923
353,65	279,8359
353,91	284,41923
354,18	287,8859
354,44	334,9859
354,70	341,4859
354,97	325,9859
355,23	315,76923
355,50	321,61923
355,76	354,70256
356,03	365,75256
356,29	402,46923
356,55	400,46923
356,82	391,6359
357,08	365,66923
357,35	358,25256
357,61	378,86923
357,87	392,96923
358,14	395,36923
358,40	388,51923
358,67	410,90256
358,93	438,11923
359,20	474,1859
359,46	477,31923
359,72	461,50256
359,99	421,0859
360,25	407,06923
360,52	406,20256
360,78	414,71923
361,04	413,01923
361,31	394,55256
361,57	372,85256
361,84	357,4859
362,10	358,1359
362,36	361,16923
362,63	370,35256
362,89	375,7859
363,16	388,0359
363,42	393,55256
363,68	390,70256
363,95	394,2359
364,21	374,20256
364,47	376,1359
364,74	361,81923
365,00	350,21923
365,27	326,85256
365,53	317,36923
365,79	324,3359
366,06	337,40256
366,32	346,60256
366,59	314,6859
366,85	299,4859
367,11	278,4359
367,38	293,01923
367,64	291,15256
367,91	288,71923
368,17	277,25256
368,43	264,61923
368,70	266,90256
368,96	265,35256
369,22	293,1859
369,49	302,51923
369,75	306,7359
370,02	296,60256
370,28	283,6359
370,54	288,85256
370,81	278,60256
371,07	282,11923
371,33	314,46923
371,60	293,11923
371,86	281,9859
372,13	246,0859
372,39	262,65256
372,65	275,56923
372,92	281,31923
373,18	297,16923
373,44	282,10256
373,71	257,16923
373,97	230,61923
374,23	237,10256
374,50	270,8359
374,76	281,9359
375,03	286,6359
375,29	277,4359
375,55	281,1859
375,82	273,41923
376,08	267,8359
376,34	296,5859
376,61	288,81923
376,87	278,26923
377,13	237,3359
377,40	256,40256
377,66	290,9359
377,92	323,9859
378,19	341,36923
378,45	344,55256
378,72	326,51923
378,98	323,3359
379,24	306,45256
379,51	319,71923
379,77	310,0359
380,03	283,56923
380,30	300,45256
380,56	305,4359
380,82	346,86923
381,09	337,30256
381,35	346,00256
381,61	324,76923
381,88	326,80256
382,14	329,0359
382,40	343,26923
382,67	333,1359
382,93	315,3359
383,19	300,76923
383,46	296,4859
383,72	303,45256
383,98	302,50256
384,25	314,36923
384,51	319,05256
384,77	317,50256
385,04	313,86923
385,30	298,71923
385,56	323,15256
385,83	341,56923
386,09	361,55256
386,35	363,5859
386,62	354,75256
386,88	371,46923
387,14	372,21923
387,41	366,50256
387,67	368,86923
387,93	379,65256
388,20	394,05256
388,46	387,66923
388,72	389,36923
388,99	387,66923
389,25	388,11923
389,51	380,2359
389,78	386,3359
390,04	409,61923
390,30	440,61923
390,56	456,81923
390,83	436,2359
391,09	412,86923
391,35	375,75256
391,62	367,3359
391,88	358,91923
392,14	368,95256
392,41	361,65256
392,67	334,4359
392,93	321,96923
393,20	297,0359
393,46	299,66923
393,72	275,5859
393,99	262,8859
394,25	266,6859
394,51	254,90256
394,77	276,4859
395,04	263,6359
395,30	285,2859
395,56	287,30256
395,83	282,85256
396,09	274,55256
396,35	279,41923
396,62	275,0859
396,88	298,8359
397,14	276,85256
397,40	318,16923
397,67	314,5859
397,93	317,70256
398,19	298,01923
