300	274.84	-0.02548403415802559
301	275.1	-0.025952301818691077
302	275.37	-0.0257030165123861
303	275.64	-0.023712001369929955
304	275.9	-0.021899956453023037
305	276.17	-0.021385578655638914
306	276.43	-0.022546040616237967
307	276.7	-0.022445128467676725
308	276.97	-0.022537429731874413
309	277.23	-0.023248809211542865
310	277.5	-0.023672330281438704
311	277.77	-0.022719591146424776
312	278.03	-0.019443202505512028
313	278.3	-0.020355965689154664
314	278.57	-0.02021675671877263
315	278.83	-0.021415569130442787
316	279.1	-0.022057590548829442
317	279.37	-0.02195315098308028
318	279.63	-0.022147908614758786
319	279.9	-0.023494981764943
320	280.16	-0.025775541010741768
321	280.43	-0.027015276664711985
322	280.7	-0.025096571635033094
323	280.96	-0.026427406326766746
324	281.23	-0.025941808407388744
325	281.5	-0.02535498655885638
326	281.76	-0.02327458932257835
327	282.03	-0.023634013672357353
328	282.29	-0.02488017385981265
329	282.56	-0.025222435112762683
330	282.83	-0.02399307338015757
331	283.09	-0.022074285052889168
332	283.36	-0.022263006403335825
333	283.63	-0.02284326629976301
334	283.89	-0.024014920881727395
335	284.16	-0.02438656025218114
336	284.42	-0.024632592651053276
337	284.69	-0.024571174827251477
338	284.96	-0.02359905792529591
339	285.22	-0.02314204567152795
340	285.49	-0.023470113146654127
341	285.76	-0.02431951088209714
342	286.02	-0.026643653045954972
343	286.29	-0.02765843909464319
344	286.55	-0.027271738665321642
345	286.82	-0.02470187654481904
346	287.09	-0.02264250937021656
347	287.35	-0.023704050868967444
348	287.62	-0.02328986296336562
349	287.88	-0.02417304804966388
350	288.15	-0.021481573612962178
351	288.42	-0.02111893136291632
352	288.68	-0.022481018679276505
353	288.95	-0.02399239281218437
354	289.22	-0.025455414083721276
355	289.48	-0.024798895374107607
356	289.75	-0.024746745412373622
357	290.01	-0.024742576717405478
358	290.28	-0.022678304064551902
359	290.55	-0.023628910662238316
360	290.81	-0.022024212394048545
361	291.08	-0.023798832364203153
362	291.34	-0.024281545746211268
363	291.61	-0.02640378765038731
364	291.88	-0.026025104381975167
365	292.14	-0.023849208772520267
366	292.41	-0.022816158308060865
367	292.67	-0.02501554425042983
368	292.94	-0.026783424319565693
369	293.21	-0.027143449388582187
370	293.47	-0.025509975824649145
371	293.74	-0.02610337543504819
372	294.0	-0.02414417406703273
373	294.27	-0.02248829939929584
374	294.54	-0.0202945548493745
375	294.8	-0.021967806038648688
376	295.07	-0.02413469935872284
377	295.33	-0.023261677116293296
378	295.6	-0.023528094036039268
379	295.86	-0.02234181957506539
380	296.13	-0.022504640887677743
381	296.4	-0.020705006389023384
382	296.66	-0.02099367824628348
383	296.93	-0.024655663800122928
384	297.19	-0.026407388731549263
385	297.46	-0.025712462532771374
386	297.73	-0.023252045658969815
387	297.99	-0.02219798812777811
388	298.26	-0.020494647977972305
389	298.52	-0.01832316654653017
390	298.79	-0.018126759493651362
391	299.05	-0.01685236716804966
392	299.32	-0.019730713151747688
393	299.59	-0.021262005157190858
